acc_fea_samplex,16,56,319,33,72,23,30,33,26,12,90,14,217,25,27,30,36,15,23,12,24,55,11,41,108,11,34,10,22,11,13,126,37,14,10,12,8,27,9,10,10,17,74,16,122,43,13,8,28,30,28,220,9,12,13,8,269,13,14,124,14,13,162,40,45,10,9,12,68,47,215,26,8,13,15,36,20,8,11,24,12,152,8,17,17,18,106,54,9,11,30,11,8,11,121,156,114,15,10,44.94,60.13
acc_peaks_normal,9,44,379,23,50,7,10,21,12,7,82,9,204,14,11,12,22,7,18,4,6,27,10,23,73,6,18,7,9,5,6,96,20,7,7,7,4,13,8,7,8,6,53,9,104,31,7,5,15,18,13,168,5,3,11,6,274,1,10,137,11,6,144,20,18,7,5,5,65,37,219,17,3,8,7,21,15,6,4,15,5,107,6,5,8,10,77,19,6,9,16,7,7,7,104,141,112,6,4,35.12,61.51
acc_fea_auto_num,2,36,291,20,51,12,19,16,10,1,67,2,174,20,17,11,19,2,18,1,14,31,8,21,76,3,18,7,10,2,3,97,22,4,3,4,3,17,2,2,3,4,50,3,87,31,2,1,11,16,10,173,2,7,6,7,250,6,5,106,5,3,91,14,37,3,1,2,56,30,206,10,1,2,2,27,15,3,3,15,6,95,5,2,2,3,74,30,5,2,16,5,4,1,97,136,86,4,4,30.49,53.11
acc_fea_autoy,5,36,274,26,47,8,18,25,8,5,62,5,167,22,20,21,16,5,18,3,11,34,3,20,54,6,12,6,7,4,5,85,36,4,9,5,7,17,4,6,5,4,49,3,85,33,4,5,17,21,10,159,3,5,5,6,205,2,9,99,8,5,96,21,28,5,4,4,57,26,205,14,7,4,4,20,17,10,7,14,2,91,4,4,4,9,65,26,3,8,16,4,7,6,87,114,75,5,5,29.76,48.14
acc_fea_sampley,5,20,233,19,54,3,19,20,8,3,60,6,159,19,14,11,9,7,12,6,10,25,6,18,44,3,11,10,10,4,1,82,22,9,6,6,8,15,4,11,5,1,55,7,99,28,9,6,22,12,5,144,6,5,3,7,198,8,1,117,3,5,113,13,32,6,5,3,51,35,200,5,9,4,6,28,5,7,5,8,6,121,4,9,4,3,72,30,7,6,17,3,7,5,83,121,74,2,5,28.81,46.66
gyro_fea_samplex,6,37,227,18,50,13,20,25,11,5,74,3,158,16,14,20,21,3,17,11,10,30,4,18,57,5,16,2,11,4,7,85,30,3,3,3,5,18,4,3,6,5,50,3,90,22,5,9,18,18,9,122,6,3,5,8,221,5,4,105,4,4,114,14,26,5,5,6,58,36,159,13,5,7,4,23,9,5,8,9,4,111,7,7,4,2,73,23,5,4,18,4,4,5,77,117,81,4,5,28.79,44.91
gyro_fea_autoy,3,23,208,21,48,12,19,22,7,8,65,9,148,22,21,19,10,4,19,9,15,46,6,29,45,8,15,12,9,4,7,54,27,5,5,9,8,14,6,13,9,5,48,6,73,29,7,9,15,15,6,112,8,10,5,9,160,9,1,83,3,9,78,12,30,11,7,9,33,25,169,5,11,6,3,16,7,7,8,8,10,70,6,7,6,3,72,38,9,5,15,7,8,7,62,97,65,6,9,26.38,37.76
gyro_fea_sampley,3,26,211,19,33,6,11,14,5,2,47,3,110,12,13,11,11,2,12,3,6,24,2,17,42,2,11,3,5,2,2,60,22,2,2,2,2,9,2,3,1,2,36,2,82,21,2,2,11,13,5,124,2,2,2,2,179,2,2,85,2,2,95,13,17,3,2,2,38,20,118,5,3,2,2,15,6,3,2,5,2,83,2,2,2,2,52,21,3,2,8,2,1,2,68,94,70,2,3,21.48,37.93
gyro_fea_auto_num,6,22,195,19,30,11,11,17,14,4,41,3,107,16,14,12,12,7,11,4,10,27,6,16,35,4,16,2,9,5,4,58,20,5,3,5,5,13,4,2,3,6,33,5,45,22,4,3,16,19,14,108,3,4,5,3,158,3,5,65,5,3,78,15,24,5,3,4,37,27,141,14,1,5,6,17,12,4,5,12,5,69,6,4,5,5,48,22,4,3,16,5,4,4,43,75,44,6,7,21.43,33.3
acc_peaks_abnormal,4,22,156,16,28,6,7,13,6,6,45,5,94,9,11,7,9,2,6,5,7,18,3,16,42,5,5,6,7,4,5,55,14,6,3,5,4,7,4,7,5,5,33,5,55,15,5,3,7,7,5,83,4,4,4,5,144,6,4,66,4,5,78,11,22,5,5,5,20,23,88,6,6,6,3,13,6,3,4,8,5,60,2,3,5,5,44,19,3,3,5,6,3,6,54,72,54,5,6,18.44,28.49
