acc_t_zaCor,3,2,2,2,43,2,5,2,4,56,93,11,2,83,3,2,3,73,7,4,2,1,16,3,20,1,2,2,5,1,2,5,6,1,28,2,6,10,5,20,79,6,5,3,2,3,4,1,11,5,14,115,28,3,3,6,6,1,5,126,90,60,53,42,2,2,45,1,2,1,21,1,2,2,12,68,2,17,110,157,5,3,1,17,121,6,15,3,5,146,93,9,108,5,47,19,3,2,5,2,22.71,36.73
acc_peaks_abnormal,3,4,2,2,47,5,5,3,4,41,64,12,2,75,6,2,4,67,16,6,4,4,16,2,11,2,2,4,12,3,2,6,4,2,24,1,6,10,2,17,41,3,3,3,3,2,4,6,12,5,17,76,21,6,5,5,8,2,3,85,54,50,31,18,2,2,37,2,4,3,16,5,3,2,13,43,3,14,68,105,6,2,1,24,89,3,17,2,4,96,83,14,69,3,36,19,4,3,4,2,17.7,25.18
gyro_t_xyCor,2,4,1,3,17,1,2,3,4,19,34,7,1,56,2,3,1,48,8,7,2,2,18,2,15,3,3,1,7,3,0,5,2,3,13,5,3,4,3,12,30,11,3,2,2,4,4,3,6,2,11,40,13,3,4,4,5,3,5,87,38,26,23,23,5,4,32,4,3,2,11,3,3,2,15,34,3,11,52,60,3,2,3,10,68,11,24,3,2,71,47,13,53,4,27,12,3,3,3,3,12.9,17.81
acc_t_yzCor,1,1,1,1,14,1,1,2,1,18,29,3,0,23,2,1,1,31,3,3,1,1,5,2,9,1,1,2,4,1,1,2,3,2,7,3,4,3,2,5,14,4,2,1,1,2,1,1,5,2,5,33,7,1,1,1,2,1,2,40,12,18,16,12,2,1,18,1,2,1,7,1,2,1,3,22,1,7,30,45,1,1,2,7,37,1,4,2,1,36,42,2,27,1,11,5,1,1,1,2,7.09,10.67
gyro_t_skew_z,0,0,1,0,11,0,1,0,1,9,24,5,1,21,0,0,0,16,4,5,0,0,13,0,10,0,0,0,2,0,0,1,1,0,8,0,0,4,1,7,15,5,1,0,0,0,1,0,3,1,8,36,12,0,1,1,2,0,2,64,19,15,11,11,0,0,14,0,0,0,15,0,0,0,9,19,0,4,27,38,1,0,0,7,47,5,11,0,0,42,36,8,36,2,17,6,0,0,2,0,7.0,11.87
acc_t_yaCor,1,2,1,1,19,2,1,1,3,6,28,2,1,28,1,1,1,11,4,2,1,2,3,1,6,1,2,2,4,2,1,1,1,2,5,2,2,3,1,10,14,2,1,1,0,3,2,1,6,2,8,27,8,2,2,1,3,4,2,28,20,13,7,9,3,2,12,4,1,1,8,2,1,2,6,13,1,6,20,35,2,2,1,9,30,2,7,3,1,38,41,3,17,1,14,9,3,2,1,2,6.39,8.88
acc_t_skew_y,2,3,3,3,13,2,2,3,4,13,11,2,1,23,2,3,2,21,2,2,3,3,2,3,5,3,3,3,3,3,3,3,3,2,3,3,2,4,3,3,15,8,3,2,3,3,3,3,5,3,5,19,3,1,3,3,2,3,3,27,15,12,11,7,3,2,6,2,2,3,3,3,3,4,3,15,2,4,20,29,3,2,3,4,30,3,4,3,3,33,32,3,18,3,9,4,4,3,2,4,6.13,7.26
acc_p_lgEnergy_x,2,0,2,2,24,1,3,2,2,11,17,9,2,25,2,2,2,12,4,3,2,1,8,2,7,2,2,1,3,2,2,3,3,2,11,0,0,6,5,5,10,0,1,2,2,0,1,1,7,3,7,16,9,1,4,3,4,0,2,22,13,13,11,10,0,1,15,1,2,2,7,0,2,0,3,3,2,14,15,26,5,2,0,3,45,5,8,0,3,23,32,7,15,3,11,5,0,2,3,0,6.01,7.71
acc_t_xyCor,0,0,0,1,9,0,0,0,2,12,27,2,0,15,0,0,0,39,4,0,0,2,4,0,4,0,0,1,1,0,0,2,0,0,6,0,2,2,2,1,22,1,1,0,0,0,1,0,3,1,3,33,9,0,1,0,3,0,2,44,31,16,13,11,1,0,4,1,0,0,4,0,0,0,6,14,0,5,43,26,1,0,0,3,32,2,6,0,1,42,11,3,38,1,12,4,0,0,2,1,5.96,10.91
acc_p_lgEnergy_y,0,0,0,0,13,0,2,0,1,14,20,3,1,27,0,0,1,18,4,3,0,0,1,0,6,0,0,0,4,0,0,3,2,0,9,2,3,4,2,5,5,3,3,0,1,0,2,0,4,4,5,26,7,0,1,2,4,0,0,24,19,14,17,14,0,0,14,0,0,0,6,1,1,0,3,18,0,4,24,26,1,0,0,7,14,3,4,0,0,28,23,4,26,1,10,9,0,0,2,0,5.32,7.78
acc_f_interq_y,1,1,0,0,14,0,1,0,0,17,21,1,0,6,0,0,0,16,1,1,1,0,4,0,6,0,0,0,0,0,0,0,0,0,8,0,1,1,0,6,19,0,0,1,0,1,0,0,1,0,4,27,7,1,0,0,0,0,1,25,24,5,17,14,0,0,15,0,0,0,6,0,0,0,2,16,0,5,24,23,0,1,0,5,30,1,4,0,1,27,25,1,25,0,13,8,1,1,1,1,4.9,8.2
acc_t_kurt_y,0,3,0,0,4,1,2,0,3,15,18,7,0,23,0,0,0,18,8,4,0,0,5,0,3,0,1,0,9,0,0,4,2,0,6,2,5,4,0,8,14,5,3,0,0,2,3,0,0,4,10,8,6,0,1,2,1,1,2,18,12,8,10,10,2,1,3,0,0,0,11,1,1,2,13,19,0,4,7,22,0,0,0,11,18,0,3,0,0,21,23,1,18,0,13,14,2,0,1,1,4.87,6.37
gyro_t_xzCor,1,1,1,2,12,2,1,1,2,8,10,3,3,25,1,1,1,12,2,2,1,1,4,1,7,1,1,1,2,1,1,1,1,1,7,1,3,5,4,5,21,2,0,1,1,1,0,1,3,1,5,17,6,0,2,1,1,1,1,19,20,11,7,7,1,1,7,0,1,1,4,0,1,0,6,9,1,5,23,31,3,1,0,2,33,2,4,0,1,26,16,3,18,2,5,4,1,1,2,1,4.85,7.05
gyro_a_amp_x,0,0,1,0,8,0,0,0,0,10,22,2,0,23,0,0,0,22,1,1,0,0,5,0,2,0,0,0,1,0,0,1,1,0,4,0,2,1,0,5,21,1,0,0,0,0,1,0,2,1,3,26,4,0,0,0,1,0,1,32,22,8,9,7,0,0,4,0,0,0,10,0,0,0,4,14,0,3,32,35,0,0,0,3,28,0,3,1,0,27,26,2,23,0,9,4,0,0,0,0,4.79,8.84
gyro_t_skew_x,0,0,0,0,4,0,0,0,0,10,23,2,0,22,0,0,0,22,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,2,0,0,0,19,0,0,0,0,0,0,0,0,0,2,23,4,0,0,1,1,0,1,26,17,11,10,4,0,0,1,0,0,0,1,0,0,0,0,14,0,1,23,38,0,0,0,1,26,0,2,0,0,36,26,2,22,1,8,5,0,0,0,1,4.2,8.65
acc_fea_infory,0,0,0,0,7,0,1,0,1,8,12,4,0,16,0,0,0,17,6,1,0,0,6,0,5,0,0,0,6,0,0,0,2,0,6,0,1,4,1,6,10,2,1,0,0,0,1,0,4,1,4,20,5,0,1,1,2,0,1,22,11,10,8,6,0,0,7,0,0,0,6,0,0,0,4,6,0,5,22,23,2,0,0,5,20,1,4,0,0,18,14,5,17,2,10,4,0,0,0,0,3.95,5.89
gyro_p_interq_y,0,0,0,0,0,0,0,0,0,15,20,0,0,21,0,0,0,21,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,3,0,0,0,0,3,17,0,1,0,0,0,1,0,0,0,1,27,2,0,0,0,0,0,1,28,19,9,6,4,0,0,0,0,0,0,1,1,0,0,0,10,0,1,25,36,0,0,0,2,25,1,1,0,0,33,24,0,22,0,7,1,0,0,0,0,3.94,8.49
gyro_a_mainY_x,0,0,0,0,2,0,0,0,0,9,20,0,0,21,0,0,0,22,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,3,17,3,0,0,0,0,0,0,1,0,1,26,2,0,0,0,0,0,1,22,16,10,7,4,0,0,10,0,0,0,2,0,0,0,0,11,0,0,22,21,0,0,0,2,22,0,1,0,0,27,31,0,23,0,8,1,0,0,0,0,3.75,7.68
acc_t_xzCor,0,1,0,1,4,1,0,1,1,9,13,2,1,15,1,2,2,13,5,2,1,1,5,1,8,1,1,1,0,2,0,1,2,1,6,1,5,3,2,3,15,1,1,1,1,0,0,0,2,1,5,10,11,0,0,1,5,2,4,12,12,11,6,5,1,0,4,0,1,0,5,0,1,0,3,8,1,3,18,12,1,1,1,4,9,0,4,1,1,13,10,5,12,1,12,2,0,2,4,0,3.65,4.36
gyro_a_mainY_z,0,0,0,0,8,0,0,0,0,2,10,0,0,11,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,1,0,0,25,14,2,8,4,0,0,14,0,0,0,1,0,0,0,0,5,0,0,6,33,0,0,0,0,36,0,0,0,0,32,30,0,15,0,1,4,0,0,0,1,2.99,7.43
acc_t_kurt_x,0,0,0,0,15,0,2,0,2,8,6,5,0,9,0,0,0,8,4,3,0,0,4,0,3,0,0,0,4,0,0,3,2,0,7,0,1,3,2,1,6,1,1,0,0,0,1,0,2,3,5,12,4,0,2,2,3,0,0,15,6,9,9,1,0,0,7,0,0,0,4,0,0,0,4,8,0,3,5,11,2,0,0,4,9,3,4,0,0,13,9,5,8,1,6,9,0,0,0,1,2.9,3.72
gyro_a_subX_x,0,0,0,0,11,0,0,0,0,6,19,3,0,17,0,0,0,34,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,3,0,1,0,0,4,3,0,0,0,0,0,0,0,2,1,5,17,1,0,0,0,0,0,1,7,4,12,6,6,0,0,7,0,0,0,3,0,0,0,0,1,0,4,13,21,1,0,0,4,23,0,1,0,0,6,17,1,11,0,5,2,0,0,0,0,2.87,5.95
acc_f_interq_x,0,1,1,0,10,1,0,0,1,4,6,0,0,14,0,0,0,10,0,0,1,0,1,0,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,3,7,1,0,0,1,1,0,1,2,0,1,11,1,0,0,0,2,1,0,14,9,4,4,1,0,1,13,0,0,0,2,0,0,0,1,9,0,1,6,28,0,1,0,3,20,0,2,0,0,24,15,0,11,0,4,3,1,0,1,1,2.67,5.22
gyro_t_kurt_z,0,0,0,0,6,0,1,0,1,7,11,1,0,1,0,0,0,2,1,1,0,0,2,0,2,0,0,0,0,0,0,1,1,0,3,0,1,1,1,2,11,1,0,0,0,0,1,0,1,0,2,13,3,0,1,1,1,0,1,11,11,7,7,6,0,0,7,0,0,0,3,0,0,0,2,10,0,2,11,16,1,0,0,3,14,1,2,0,0,11,24,1,12,1,6,4,1,0,1,0,2.57,4.4
gyro_t_xaCor,0,0,0,0,5,0,1,0,1,2,7,1,0,24,0,0,0,6,2,0,0,1,4,0,5,0,0,0,3,0,0,0,0,0,5,0,2,2,1,3,6,0,0,0,0,1,0,0,2,1,4,9,6,0,0,0,1,0,0,8,6,3,7,3,1,0,4,0,0,0,3,0,0,0,0,5,0,3,13,13,0,0,0,1,7,1,2,0,0,16,9,3,5,0,4,3,1,0,0,0,2.26,3.86
acc_f_difX_x,0,0,0,0,7,0,1,0,0,7,6,2,0,11,0,0,0,11,2,1,0,0,0,0,2,0,0,0,2,0,0,1,1,0,3,0,1,2,1,2,2,1,1,0,0,0,0,0,1,1,1,8,3,0,1,1,2,0,0,13,5,8,7,6,0,0,7,0,0,0,2,0,0,0,1,7,0,1,7,12,0,0,0,2,10,1,1,0,0,9,6,2,10,1,5,3,0,0,0,0,2.11,3.27
gyro_fea_infory,0,0,0,0,2,0,0,0,0,3,15,0,0,8,0,0,0,9,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,2,14,4,0,0,0,0,0,0,16,7,6,3,2,0,0,3,0,0,0,3,0,0,0,0,4,0,1,15,12,0,0,0,3,10,0,2,0,0,19,9,0,13,0,4,2,0,0,0,0,2.06,4.18
gyro_a_mainX_x,0,0,0,0,5,0,0,0,0,9,3,0,0,5,2,0,0,11,0,0,0,1,3,0,2,0,0,1,0,0,0,0,0,0,6,0,0,2,0,6,5,1,1,0,0,1,0,0,0,0,2,4,2,1,0,0,0,2,1,12,4,1,7,2,0,0,3,0,0,1,4,1,0,1,0,6,0,2,11,13,0,0,0,3,11,0,5,0,1,8,10,4,9,2,2,4,1,0,0,1,2.05,3.19
acc_f_mainX_z,0,0,0,0,7,0,1,0,0,5,3,2,0,9,0,0,0,10,1,0,0,0,2,0,2,0,0,0,1,0,0,0,1,0,3,0,0,1,0,2,5,0,0,0,0,0,0,0,0,0,3,7,2,0,0,0,0,0,0,17,6,3,1,2,0,0,7,0,0,0,3,0,0,0,2,6,0,0,2,14,0,0,0,2,19,0,2,0,0,17,16,1,8,0,4,4,0,0,0,0,2.03,4.04
acc_a_entr_y,1,0,1,1,12,1,1,1,1,2,6,3,1,3,1,1,1,5,2,1,1,1,3,1,3,1,1,1,0,1,1,1,1,1,4,1,0,3,2,1,1,0,0,1,1,0,0,1,2,1,3,9,1,1,2,1,0,0,1,5,6,4,2,3,0,1,5,1,1,1,2,1,1,0,0,3,1,4,7,5,1,1,0,1,4,3,4,0,1,12,7,2,5,1,3,2,0,1,1,0,2.0,2.29
acc_f_subX_x,0,0,0,0,5,0,0,0,1,5,6,1,0,7,0,0,0,13,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,3,0,0,2,1,2,1,1,0,0,0,0,0,0,2,1,2,7,2,0,0,0,1,0,0,14,6,6,6,4,0,0,7,0,0,0,4,0,0,0,2,6,0,2,6,11,1,0,0,2,13,1,2,0,0,9,8,1,11,0,4,4,0,0,1,0,2.0,3.27
gyro_f_difX_a,1,0,1,0,0,1,1,1,1,0,3,1,1,6,1,1,1,5,5,0,1,1,2,1,6,1,1,1,1,1,0,1,1,1,1,1,0,1,1,3,4,2,1,1,1,1,1,0,0,1,3,0,6,1,1,1,1,1,2,9,3,4,3,3,1,0,5,0,1,1,3,0,1,1,4,5,1,2,7,3,1,0,1,0,7,0,1,1,0,10,6,1,1,3,6,1,0,1,3,1,1.85,2.07
gyro_a_mainY_y,0,0,0,0,12,0,0,0,1,1,2,2,0,17,0,0,0,8,1,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,5,0,0,2,1,0,6,0,0,0,0,0,0,0,1,0,3,8,3,0,1,0,2,0,0,8,2,5,3,3,0,0,9,0,0,0,2,0,0,0,1,2,0,5,8,3,0,0,0,0,13,3,3,0,0,6,10,2,4,0,0,6,0,0,1,0,1.82,3.22
gyro_t_skew_a,1,0,1,1,4,1,1,1,0,4,3,3,1,4,1,1,1,1,1,2,1,0,2,1,2,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,5,0,0,1,1,0,0,2,4,2,2,2,2,0,1,1,1,0,2,6,3,2,2,2,0,1,4,0,1,1,2,0,1,0,3,4,1,2,2,10,1,1,0,2,5,1,2,0,1,7,6,1,5,2,3,2,0,1,2,0,1.68,1.69
acc_f_difY_x,0,1,1,0,1,0,0,0,2,1,4,1,0,7,0,0,0,6,0,1,0,0,1,0,1,0,0,0,2,1,0,0,0,1,0,1,1,0,0,1,5,1,0,0,0,1,0,0,1,0,1,8,2,0,0,0,1,2,1,3,8,2,1,2,1,1,3,0,0,0,6,0,0,0,3,3,0,1,8,9,0,0,0,4,4,0,4,1,0,7,11,1,6,0,2,3,0,1,0,1,1.53,2.37
acc_a_mainX_y,1,0,1,1,5,0,1,1,0,1,1,1,0,5,1,1,0,4,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,2,0,1,1,0,1,7,1,0,1,0,0,0,2,0,1,1,1,2,0,1,1,0,0,1,11,5,2,2,1,0,1,4,0,1,1,1,0,1,0,0,1,1,0,2,10,0,0,0,0,16,0,0,0,1,11,8,2,5,1,1,0,0,1,2,0,1.51,2.64
acc_p_entr_z,0,0,0,0,0,0,0,0,0,9,13,0,0,13,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,1,12,2,0,0,0,0,0,0,12,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,10,0,0,1,1,0,0,0,1,2,0,0,0,0,5,12,0,12,0,7,0,0,0,0,0,1.48,3.54
gyro_a_subY_z,0,0,0,0,7,0,0,0,0,1,10,0,0,6,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,4,4,1,0,0,0,0,0,0,9,6,5,1,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,4,8,0,0,0,0,16,2,1,0,0,16,20,0,2,0,1,1,0,0,0,0,1.44,3.53
acc_p_interq_x,0,0,0,1,2,0,0,0,0,1,1,0,0,5,0,0,0,6,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,3,0,1,4,0,0,0,0,1,0,0,3,2,2,1,3,0,0,9,0,0,0,1,0,0,0,1,4,0,1,4,17,0,1,0,2,13,0,2,0,0,13,12,4,5,0,4,1,0,0,1,0,1.41,3.01
acc_t_kurt_a,0,0,0,0,6,0,0,0,0,6,6,0,0,6,0,0,0,4,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,11,2,3,3,3,0,0,7,0,0,0,1,0,0,0,3,4,0,1,5,10,0,0,0,0,11,0,1,0,0,10,9,0,5,0,2,1,0,0,0,0,1.41,2.79
acc_f_peakXY4,1,0,2,1,3,1,1,1,0,3,4,0,2,2,2,2,2,1,2,1,3,0,1,0,3,1,1,1,2,1,1,0,2,1,3,0,0,4,0,1,2,0,0,2,1,0,0,1,3,2,5,1,3,0,1,2,0,0,1,2,2,3,3,2,0,0,1,0,1,2,2,0,2,0,1,1,1,2,3,3,2,0,0,0,6,1,0,0,3,3,2,2,4,1,3,0,0,1,1,0,1.4,1.27
acc_a_std_y,0,0,0,0,1,0,0,0,1,1,4,2,0,2,0,0,0,7,1,1,0,0,2,0,3,0,0,0,1,0,0,1,0,0,2,0,2,1,0,1,1,1,0,0,0,0,0,0,1,1,2,3,6,0,1,0,0,0,0,7,6,8,7,1,0,0,6,0,0,0,2,1,0,0,0,2,0,3,8,2,1,0,0,1,8,0,0,0,0,5,4,1,12,0,1,2,0,0,0,0,1.37,2.35
gyro_t_entr_z,0,0,0,0,1,0,0,0,0,4,8,0,0,7,0,0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,1,8,2,0,0,0,0,0,0,9,6,3,3,2,0,0,3,0,0,0,4,0,0,0,0,5,0,1,6,10,0,0,0,1,9,0,0,0,0,6,7,1,6,0,4,1,0,0,0,0,1.34,2.54
acc_meandif,0,1,0,0,1,0,0,0,2,2,4,2,0,2,0,0,0,4,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,3,1,0,0,0,2,0,2,1,0,1,5,1,0,0,0,1,2,0,5,2,2,2,1,1,0,1,0,0,0,1,0,0,0,1,4,0,2,7,6,1,2,0,5,5,1,2,1,1,11,5,0,5,2,3,4,0,0,2,0,1.33,1.88
gyro_t_kurt_x,0,0,0,0,10,0,1,0,1,3,5,2,0,3,0,0,0,4,2,0,0,0,3,0,3,0,0,0,2,0,0,1,1,0,4,0,1,2,1,1,2,0,1,0,0,0,1,0,0,1,2,3,4,0,1,1,1,0,0,4,2,2,7,0,0,0,2,0,0,0,2,0,0,0,2,3,0,0,2,2,1,0,0,2,4,1,2,0,0,7,3,2,4,1,5,5,0,0,0,0,1.32,1.85
acc_p_lgEnergy_a,1,0,1,0,6,0,1,1,0,1,1,2,1,3,1,1,1,1,2,1,1,0,4,0,2,1,1,0,1,1,1,1,2,1,3,0,0,3,1,1,1,0,0,1,1,0,0,0,2,1,3,3,0,0,1,1,0,0,1,3,4,3,3,3,1,0,2,0,1,1,2,0,1,0,1,1,1,3,5,4,0,0,0,0,4,3,1,0,2,4,1,3,2,1,1,0,0,1,0,0,1.26,1.3
gyro_t_amp_x,0,0,0,0,3,0,0,0,0,1,5,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,1,8,1,0,0,0,0,0,0,11,4,2,9,5,0,0,1,0,0,0,1,0,0,0,1,2,0,1,6,8,0,0,0,1,11,0,1,0,0,9,10,1,7,0,1,3,0,0,0,0,1.26,2.63
gyro_t_amp_z,0,0,0,0,2,0,0,0,0,2,5,0,0,12,0,0,0,3,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,3,0,0,0,0,0,0,0,2,0,1,4,3,0,0,0,0,0,0,6,4,3,2,3,0,0,2,0,0,0,1,0,0,0,1,2,0,1,9,6,0,0,0,1,9,0,1,0,0,9,14,1,4,0,1,1,0,0,0,0,1.26,2.58
acc_f_DF,1,0,2,0,5,1,1,1,0,1,3,0,1,5,1,2,1,1,1,1,1,0,1,1,0,1,1,2,1,1,1,0,0,1,2,0,0,1,0,0,3,0,0,1,0,1,1,0,0,2,2,6,0,1,1,2,1,0,0,1,4,2,3,3,0,0,2,0,0,2,0,0,1,1,0,2,1,2,6,6,2,0,0,0,5,0,1,0,1,3,6,1,3,1,0,1,0,1,1,1,1.26,1.49
gyro_p_lgEnergy_z,0,1,0,0,12,1,0,0,0,3,3,2,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,6,3,0,0,1,0,1,6,0,0,0,1,0,0,0,0,2,0,0,5,11,1,0,0,2,9,0,0,0,0,12,18,1,4,0,1,3,0,0,1,0,1.25,2.93
acc_a_lgEnergy_y,0,0,0,0,1,0,0,0,0,3,11,0,0,11,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,9,1,1,0,0,0,0,1,7,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,14,0,0,0,1,0,0,1,0,0,13,12,0,6,0,2,1,0,0,0,0,1.25,3.03
