acc_t_xaCor,9,3,10,24,3,4,5,3,67,18,3,3,3,31,37,3,100,75,5,2,28,24,90,5,16,3,10,5,4,3,65,74,23,55,17,4,46,4,4,126,2,218,5,3,5,2,3,30,6,97,1,170,4,4,4,3,3,3,3,5,12,141,4,109,14,4,5,167,3,14,2,15,2,5,34,4,239,2,5,166,3,68,16,116,11,92,98,7,3,3,6,32.47,51.55
gyro_peaks_abnormal,4,3,6,14,2,4,2,4,64,19,3,2,5,27,26,5,120,80,4,4,25,22,87,3,20,4,6,3,5,4,41,58,18,42,18,4,37,5,4,98,6,143,4,6,5,4,6,18,2,87,5,143,2,2,2,5,3,4,4,4,9,108,5,88,13,4,2,124,5,16,4,23,3,5,31,3,157,4,3,118,5,44,16,96,6,79,90,4,5,3,6,26.77,39.44
gyro_peaks_normal,1,5,7,24,4,2,3,5,47,15,3,4,2,35,30,4,70,81,4,5,19,18,61,3,17,3,5,5,4,4,51,62,24,60,12,2,33,5,3,98,3,148,4,2,3,4,4,14,3,71,4,152,4,4,7,5,4,5,5,5,10,97,4,98,13,4,5,115,3,9,5,13,5,5,36,3,102,5,8,104,4,63,17,70,6,74,75,2,3,8,3,24.84,35.5
gyro_t_xyCor,0,1,5,20,0,2,0,1,35,11,0,0,1,17,21,1,57,40,2,2,11,10,38,0,13,1,6,1,2,1,23,36,15,22,8,1,28,1,2,58,2,101,0,1,2,1,1,11,2,63,1,49,1,1,0,2,1,1,1,1,5,65,1,55,8,2,0,76,2,8,1,10,0,1,20,1,112,1,1,74,1,30,6,59,5,26,46,2,1,1,1,14.9,23.91
acc_t_zaCor,3,2,5,12,3,2,2,2,31,19,7,2,3,19,17,3,63,29,3,1,20,7,25,2,13,2,3,4,1,2,31,34,11,22,9,2,19,3,1,47,1,77,1,4,5,3,2,13,1,40,2,61,1,4,2,4,1,3,2,4,8,53,2,42,3,3,3,57,4,6,1,6,3,3,15,7,79,6,6,41,1,31,7,54,4,38,38,3,5,4,5,13.79,18.61
acc_t_xzCor,4,3,5,12,1,3,2,4,23,15,4,5,7,22,19,7,45,26,2,1,9,11,27,2,13,3,5,2,2,6,17,25,18,14,9,3,17,8,2,42,3,83,3,2,4,5,3,7,2,42,5,45,2,3,2,6,3,4,5,4,10,44,4,44,4,2,2,50,5,8,3,6,3,5,12,4,76,4,2,80,3,24,8,42,2,49,37,5,5,3,3,13.48,18.01
acc_t_yzCor,3,3,8,13,2,1,2,4,26,10,1,2,2,13,16,5,35,31,2,2,11,3,21,1,8,2,6,3,3,3,18,30,15,16,9,2,15,4,2,39,2,60,2,2,2,4,2,6,3,36,5,59,1,4,2,7,2,6,5,5,5,34,3,32,4,3,2,39,4,4,4,6,2,3,17,1,76,5,2,64,2,26,6,30,9,35,33,1,3,4,1,11.73,15.7
acc_t_xyCor,3,0,1,10,2,2,2,3,22,7,1,1,1,13,10,2,66,25,1,1,5,7,33,1,5,3,3,0,1,1,22,33,10,31,5,1,15,2,2,52,2,55,1,2,1,1,2,8,2,55,1,51,4,1,1,1,0,1,2,2,4,51,1,40,5,1,2,49,1,2,1,4,2,2,11,1,78,1,2,49,1,16,6,42,7,38,44,3,1,3,1,11.73,18.19
acc_p_lgEnergy_y,5,1,6,8,0,0,2,2,21,9,4,0,2,13,12,2,26,23,2,0,3,9,18,0,7,1,2,1,2,3,16,25,8,11,6,1,7,2,2,35,1,60,1,1,1,2,2,5,1,31,2,54,1,1,1,3,0,3,3,2,6,33,1,31,3,1,2,36,1,3,1,5,1,2,16,1,49,2,2,40,2,17,6,26,3,34,21,1,2,2,1,9.04,13.12
gyro_p_lgEnergy_y,0,2,0,12,0,0,1,0,17,4,0,0,0,13,14,0,44,19,0,0,7,4,19,0,5,0,1,3,0,0,16,14,8,29,4,0,15,0,0,45,0,55,0,0,0,0,0,3,0,28,0,46,0,0,0,0,2,0,0,0,3,42,0,35,4,0,0,50,1,3,0,4,0,0,12,0,64,0,1,51,0,20,7,40,3,18,23,0,0,0,0,8.91,15.35
acc_p_lgEnergy_z,2,2,2,2,1,0,0,0,28,2,0,1,0,5,6,1,43,10,1,2,3,3,11,4,4,0,1,1,1,0,16,18,3,23,2,0,10,2,2,43,1,46,1,2,1,1,0,4,1,22,0,32,3,1,1,0,1,0,1,1,0,42,1,31,1,0,0,47,1,0,1,5,1,2,6,0,50,0,2,37,0,17,2,28,2,30,41,0,0,2,0,7.95,13.56
acc_fea_infory,0,0,0,8,0,0,0,0,15,8,0,0,0,7,6,0,33,16,0,0,8,10,13,0,12,0,2,0,0,0,22,20,15,18,5,0,21,0,0,35,0,40,0,0,0,0,0,13,0,24,0,42,0,0,0,0,0,0,0,0,3,31,0,24,2,0,0,33,0,3,0,6,0,0,11,0,39,0,0,37,0,16,4,27,0,20,25,0,0,0,0,7.41,11.66
acc_p_lgEnergy_a,1,1,5,12,1,1,1,2,19,4,1,1,1,9,11,3,18,13,1,1,3,6,12,2,10,1,2,2,0,2,17,22,11,14,6,1,14,3,1,29,0,28,1,1,1,1,1,7,2,15,1,29,2,3,2,2,2,2,3,3,6,21,0,13,3,1,2,24,2,4,2,3,3,2,13,1,60,2,3,30,0,23,6,16,4,20,12,1,1,3,1,7.16,9.65
acc_a_mainX_x,2,0,3,8,0,1,1,2,16,3,2,1,2,8,9,3,19,18,1,1,3,6,3,0,7,0,1,0,1,3,12,15,6,11,4,1,7,3,0,25,2,31,1,0,2,2,1,4,2,21,2,29,0,1,1,2,0,2,2,2,2,24,0,20,0,1,2,29,3,2,1,3,2,1,9,2,32,3,1,26,1,14,3,20,1,26,16,2,2,1,2,6.22,8.51
gyro_a_std_y,2,0,2,5,2,1,1,1,14,7,1,1,1,1,2,1,27,19,1,1,4,0,5,0,4,0,0,1,0,1,12,16,0,13,3,1,9,1,0,25,1,3,1,0,1,1,1,4,1,25,1,2,1,0,0,1,1,1,1,1,3,24,1,24,3,1,1,28,1,3,0,3,1,0,8,1,34,1,0,28,1,13,0,21,2,30,21,1,0,2,1,5.37,8.64
gyro_a_amp_x,1,0,0,2,1,0,0,0,15,3,0,0,1,6,6,1,18,8,0,0,2,2,9,0,2,0,0,0,0,1,14,12,3,10,2,0,8,1,0,28,1,35,0,1,1,1,0,3,0,19,1,11,0,1,0,1,0,0,0,1,0,21,0,16,0,0,0,31,1,0,0,1,0,1,8,1,35,1,1,39,0,9,0,19,0,29,21,1,1,1,1,5.16,9.19
gyro_t_xzCor,0,1,1,4,0,0,0,1,13,6,0,0,2,10,8,2,15,4,2,1,4,3,13,1,4,1,2,0,1,2,6,11,5,10,3,1,7,1,0,12,2,16,1,2,1,2,1,5,0,16,2,5,3,0,1,1,0,1,1,0,3,19,1,13,0,0,0,16,2,2,1,1,0,3,5,3,15,1,1,21,1,0,2,9,1,31,12,0,0,1,1,4.2,5.82
acc_p_lgEnergy_x,1,0,1,4,0,0,0,0,9,1,0,0,0,5,5,0,10,20,0,0,2,2,20,0,5,0,2,0,0,0,9,7,2,5,0,0,4,0,0,17,0,16,0,1,1,0,0,1,1,15,0,17,0,1,0,1,0,1,0,0,1,22,0,20,2,1,0,11,1,0,0,2,1,1,4,0,18,0,1,25,0,10,1,9,0,11,9,0,0,0,0,3.69,6.2
acc_t_yaCor,0,0,0,2,0,0,0,0,11,4,0,1,0,2,5,0,9,19,1,0,4,1,13,1,2,0,0,0,0,0,15,4,5,7,0,0,8,0,0,8,1,25,0,0,0,0,0,4,0,20,0,17,0,0,0,0,0,0,0,0,2,14,0,18,3,0,0,18,0,1,0,3,0,0,6,0,16,0,1,10,0,9,1,12,0,11,16,0,0,0,0,3.63,6.0
gyro_f_mainX_y,0,0,0,3,0,0,0,0,2,3,0,0,0,4,3,0,18,6,0,0,2,0,3,0,3,0,0,0,0,0,5,15,3,5,2,0,5,0,0,11,0,21,1,0,0,0,0,2,0,16,0,22,0,0,0,0,0,0,0,0,1,24,0,13,1,0,0,25,0,0,0,1,0,0,1,0,36,1,0,17,0,5,2,19,0,15,8,0,0,0,0,3.56,7.1
gyro_p_lgEnergy_x,0,1,1,3,0,1,1,1,3,1,2,1,1,1,2,1,5,10,1,0,2,2,1,0,1,1,1,1,0,1,10,3,1,4,3,1,4,1,1,11,0,27,1,0,1,1,0,6,1,14,1,26,0,0,0,1,1,1,1,1,1,7,1,8,0,1,1,15,1,1,1,4,1,0,2,1,40,1,0,25,1,4,3,7,0,12,8,1,1,0,1,3.48,6.56
acc_a_mainX_a,0,0,0,0,0,0,0,0,11,1,0,0,0,1,2,0,21,3,1,0,0,0,3,0,5,0,1,0,0,0,5,11,4,10,1,0,4,0,0,18,1,21,0,0,0,0,0,2,0,6,0,15,0,0,0,0,0,0,0,0,0,15,0,14,0,0,0,21,0,1,0,0,0,0,1,0,8,0,0,21,0,11,0,16,0,17,14,0,0,0,0,3.14,6.01
acc_meandif,1,3,2,7,0,0,0,0,11,1,2,0,0,1,0,0,10,4,3,1,4,4,6,1,3,0,2,2,1,0,0,10,2,5,5,1,7,1,0,7,1,7,2,1,0,1,0,3,1,5,1,14,1,0,1,0,2,0,1,0,2,2,0,9,0,0,1,5,1,3,2,1,0,0,0,0,33,1,1,6,2,1,4,8,1,12,12,0,1,0,1,2.82,4.55
gyro_a_cftor_y,0,0,0,5,0,1,1,0,5,1,0,0,1,4,3,0,10,3,0,0,3,0,5,0,2,0,1,0,0,0,2,6,2,6,2,0,4,0,0,14,0,17,0,0,0,0,0,1,1,12,0,27,0,0,0,0,1,0,0,0,2,16,0,8,2,1,0,12,0,0,0,1,0,0,1,0,17,0,0,8,0,3,3,9,2,10,9,0,0,0,0,2.68,4.88
gyro_p_mainX_x,1,1,0,1,0,0,0,0,2,1,0,0,0,0,2,0,28,17,0,1,1,1,7,0,2,0,0,0,0,0,1,4,6,7,1,0,1,0,0,6,0,23,1,1,0,1,0,6,1,11,0,26,1,0,0,0,0,0,0,0,1,7,0,11,1,1,0,8,0,1,1,1,0,0,0,0,14,1,1,12,0,4,2,6,2,8,0,0,0,0,0,2.68,5.48
acc_t_difX_a,0,0,0,1,0,0,0,0,7,0,0,0,0,4,3,0,14,10,0,0,0,2,11,0,2,0,0,0,0,0,7,8,2,7,0,0,6,0,0,11,0,20,0,0,0,0,0,2,0,12,0,5,0,0,0,0,0,0,0,0,0,11,0,12,2,0,0,14,0,1,0,1,0,1,3,0,19,0,1,18,0,1,0,11,0,0,6,0,0,0,0,2.58,4.84
acc_t_mean_y,1,1,0,7,0,0,0,0,4,3,0,0,0,4,4,0,16,11,0,1,5,1,12,0,5,0,0,2,0,0,7,9,7,7,5,0,2,0,1,5,0,6,1,0,0,1,0,2,1,7,0,10,1,0,0,0,0,0,0,0,0,6,0,13,1,0,0,13,0,1,1,1,0,0,2,0,9,0,0,4,0,9,3,5,1,9,3,0,0,0,0,2.53,3.75
gyro_p_lgEnergy_a,0,1,0,0,0,0,0,0,2,1,1,0,0,2,2,0,23,6,1,0,1,1,3,0,1,0,0,1,0,0,2,10,0,2,0,0,7,0,0,14,1,8,1,0,0,1,0,2,0,6,1,13,0,0,0,1,1,0,0,1,0,6,0,12,0,0,0,22,1,1,0,1,1,1,0,0,10,0,0,15,0,2,0,8,0,15,4,1,0,0,0,2.38,4.73
gyro_f_std_a,1,0,0,0,0,1,1,0,4,2,0,1,1,1,1,0,0,0,0,0,2,3,8,0,1,1,0,0,1,0,5,2,0,0,0,0,4,0,0,11,0,22,0,0,1,0,1,2,0,5,0,18,0,0,0,0,0,0,0,0,0,13,0,4,0,0,0,13,0,2,0,0,0,0,4,1,29,0,0,22,1,0,1,7,0,2,5,1,1,0,1,2.27,5.19
acc_t_amp_z,0,0,0,3,0,0,0,1,5,1,0,0,0,3,3,0,5,5,0,0,3,1,5,0,4,0,2,0,0,0,6,8,4,13,2,0,3,0,0,5,0,20,0,0,0,0,0,3,0,9,0,12,0,0,0,0,0,0,0,0,1,4,0,7,2,0,0,5,0,2,0,1,0,0,3,0,14,0,0,2,0,7,2,11,2,12,3,0,0,0,0,2.24,3.8
gyro_a_mainX_y,1,0,2,1,0,0,0,0,4,2,0,0,0,4,3,0,10,1,0,0,4,2,4,0,2,0,1,0,0,0,2,7,1,7,2,0,3,0,0,9,0,14,0,0,0,0,0,1,0,9,0,6,0,0,0,0,0,0,0,0,0,12,0,6,4,0,0,9,0,1,0,1,0,1,6,0,12,0,0,10,0,10,0,12,1,7,6,0,0,0,0,2.2,3.58
acc_t_amp_x,0,0,2,5,0,1,0,0,7,0,1,0,0,0,2,0,16,9,1,1,2,3,5,0,1,0,0,0,0,0,5,8,2,3,2,0,6,0,0,7,0,3,1,0,0,0,0,1,0,9,0,14,0,0,0,0,0,0,0,0,1,7,0,6,3,1,0,12,0,1,0,1,0,0,2,0,10,0,0,8,0,1,0,8,0,2,8,0,0,0,0,2.07,3.49
acc_a_subX_z,1,0,0,2,2,0,0,0,3,0,0,0,0,1,1,0,15,3,0,1,0,1,1,0,0,0,0,0,1,0,4,6,0,7,0,0,1,0,0,8,1,10,0,0,0,0,1,0,0,12,0,10,0,0,0,0,0,0,0,0,1,13,0,11,1,0,0,7,0,0,0,0,0,1,2,0,11,0,0,10,0,10,0,8,0,11,8,0,0,0,0,2.04,3.81
gyro_f_entr_a,0,0,0,4,0,0,0,0,4,2,0,0,0,3,2,0,7,0,0,0,0,2,0,0,2,1,0,0,0,0,4,2,5,8,0,0,1,0,1,12,0,7,0,0,0,0,0,2,0,3,0,22,0,0,0,0,0,0,0,0,0,3,1,8,1,0,0,14,0,0,0,1,0,0,0,0,18,0,0,14,0,2,3,5,1,15,6,0,0,0,0,2.04,4.24
acc_t_amp_y,0,0,0,1,1,0,0,0,11,0,0,0,1,0,2,0,14,4,0,0,3,2,1,0,1,0,0,0,0,0,5,5,0,1,1,0,3,0,0,12,0,9,0,0,0,0,0,2,0,6,0,10,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,13,1,0,0,1,0,0,0,0,19,0,0,14,0,1,0,9,0,5,9,0,0,0,0,2.01,4.03
gyro_a_var_y,0,0,0,1,0,0,0,0,0,2,0,0,0,7,7,0,0,1,0,0,0,5,16,1,0,1,2,0,1,0,0,1,6,0,0,0,0,0,1,5,0,41,0,1,0,0,0,1,0,1,0,41,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,1,0,1,0,0,6,0,1,6,0,0,4,12,1,1,0,0,1,0,0,2.01,6.41
acc_p_peakXY1,0,1,4,2,0,1,2,1,3,2,0,0,1,3,1,0,5,4,1,0,6,1,0,1,3,2,2,2,0,2,3,4,3,1,7,0,1,0,1,5,0,2,0,0,1,0,1,0,0,6,0,5,1,1,1,1,1,2,0,0,1,8,0,7,2,0,1,3,1,3,1,1,0,0,0,1,2,1,2,2,1,4,3,2,0,6,11,0,2,1,2,1.81,2.09
acc_a_sma_a,0,0,0,1,0,0,0,0,10,0,0,0,0,1,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,11,8,1,7,2,0,1,0,0,10,0,17,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,16,0,0,0,0,0,0,4,0,1,0,0,7,0,8,1,7,0,7,5,0,0,0,0,1.8,3.75
acc_f_subY_a,0,0,0,1,1,1,1,1,4,1,0,1,0,1,0,0,7,3,0,0,2,2,0,0,4,1,0,0,1,0,4,5,2,2,2,1,4,0,1,3,0,5,1,0,0,0,1,1,0,8,0,7,0,1,0,0,0,1,1,0,0,4,0,6,2,0,1,7,0,1,1,3,1,0,4,1,6,0,0,0,0,11,3,6,0,2,6,0,1,1,0,1.64,2.28
acc_p_interq_y,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,14,5,0,0,2,1,5,0,2,0,0,0,0,0,3,2,0,4,1,0,1,0,0,12,0,7,0,0,0,0,0,2,0,9,0,2,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,14,1,0,0,2,0,0,3,0,8,1,0,8,0,7,0,7,0,1,5,0,0,0,0,1.63,3.15
gyro_f_peakXY4,0,0,0,2,0,0,1,1,0,1,0,0,0,1,2,0,12,7,0,0,0,1,6,0,1,1,0,0,0,1,2,1,1,8,0,0,2,0,0,5,0,11,0,0,1,0,0,0,0,11,0,12,1,0,0,1,0,0,0,0,0,2,0,5,1,1,0,12,1,1,0,1,0,0,3,0,9,1,1,6,0,1,1,2,0,3,1,0,1,1,1,1.63,3.01
acc_a_skew_a,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,1,1,2,0,0,0,0,0,0,0,0,6,0,0,1,0,3,1,0,10,0,8,0,0,0,0,0,0,0,7,0,16,0,0,0,0,0,0,0,0,0,12,0,7,0,0,0,21,0,1,0,0,0,0,0,0,14,0,0,9,0,1,0,5,0,5,5,0,0,0,0,1.58,3.83
acc_a_skew_z,0,0,0,1,0,1,0,1,3,1,0,0,0,2,2,1,2,3,0,0,0,1,0,0,0,0,1,0,0,1,2,10,2,2,1,1,3,0,0,7,0,10,0,0,1,0,0,1,1,3,0,6,0,0,0,1,0,0,1,1,0,2,0,4,0,1,1,4,1,1,1,1,1,0,2,1,9,1,0,8,0,4,1,9,1,7,8,1,1,0,0,1.57,2.46
acc_f_kurt_y,0,0,0,2,1,1,1,1,4,1,2,1,1,1,0,0,6,10,2,1,2,2,2,0,3,1,0,0,1,0,1,1,1,4,2,1,3,1,0,3,1,4,1,0,0,1,0,0,0,9,0,6,0,0,1,0,0,1,0,0,2,0,1,3,1,0,1,4,1,2,1,0,1,1,1,0,7,1,0,3,1,3,2,5,1,6,3,1,0,0,2,1.55,1.97
acc_t_std_x,0,0,1,4,0,0,0,1,3,2,0,0,0,4,3,0,7,4,1,0,2,0,1,0,2,0,1,0,0,1,4,7,4,3,2,0,1,0,0,6,0,7,0,0,0,0,0,2,0,4,0,4,0,0,0,1,0,1,0,0,1,4,0,3,0,0,1,2,2,0,0,1,0,0,3,0,9,1,0,4,0,5,2,9,1,6,3,0,0,0,0,1.54,2.2
acc_p_interq_z,0,0,1,4,0,0,0,1,3,2,0,0,0,4,2,1,5,3,0,0,1,2,1,0,1,0,1,0,0,0,2,4,0,1,0,0,1,1,0,10,0,10,0,0,0,0,0,1,0,5,0,3,1,1,1,1,0,1,1,1,0,7,0,6,0,0,1,6,0,0,0,0,1,0,0,1,6,0,1,8,0,3,1,8,0,6,6,0,0,1,0,1.53,2.4
gyro_t_lgEnergy_y,0,0,1,0,1,0,0,0,6,2,0,0,0,1,2,0,9,2,1,0,2,1,0,0,1,0,2,0,0,0,7,3,0,1,2,0,4,0,0,9,0,9,0,0,0,0,0,2,0,3,0,3,0,0,0,0,0,0,0,0,1,7,0,7,1,0,0,10,0,2,0,1,0,0,0,0,10,0,0,8,0,2,1,5,1,4,4,0,0,0,0,1.52,2.64
gyro_a_kurt_x,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,1,5,0,0,0,1,0,0,4,0,2,0,0,0,4,0,4,1,0,0,1,0,0,7,0,24,0,0,0,0,0,4,0,8,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,3,0,0,4,0,10,0,0,12,0,1,1,1,0,4,1,0,0,0,0,1.49,3.81
gyro_f_subX_y,0,0,0,3,0,0,0,0,3,2,0,0,0,3,2,0,2,6,0,0,2,0,0,0,3,0,0,0,0,0,5,6,3,6,2,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,1,22,0,4,0,0,0,3,0,0,0,0,0,1,2,0,2,0,0,3,0,9,2,5,0,9,3,0,0,0,0,1.48,3.09
gyro_a_amp_y,0,0,0,2,1,0,0,0,7,3,0,0,0,3,2,0,7,2,1,0,3,0,0,0,3,0,1,0,0,0,0,4,2,8,2,0,3,0,1,3,0,8,0,0,0,0,0,2,0,2,0,7,0,0,0,0,0,0,0,0,0,5,0,4,1,0,0,5,0,2,0,1,0,1,2,0,5,0,0,5,0,5,4,8,0,3,5,0,0,0,0,1.46,2.23
acc_p_interq_x,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,2,6,0,0,0,2,9,0,0,0,0,0,0,0,2,4,0,2,1,0,2,0,0,3,0,9,1,0,0,0,0,3,0,9,0,7,0,0,0,0,0,0,0,1,0,15,0,1,0,0,0,8,0,0,0,0,1,0,0,0,1,0,0,14,0,0,1,8,0,6,9,0,0,0,0,1.45,3.11
acc_f_mainX_y,0,0,0,0,1,0,1,0,2,1,0,0,0,1,1,0,6,1,0,0,0,2,4,1,0,0,2,0,0,0,2,4,1,1,0,0,1,0,0,0,0,5,1,1,0,0,0,2,0,5,0,5,0,1,1,0,0,0,0,0,1,2,0,3,1,0,0,8,0,1,0,0,0,0,0,0,25,0,1,2,0,2,0,6,1,9,13,0,0,1,0,1.42,3.33
acc_f_peakXY4,0,0,0,0,0,0,1,0,4,0,0,0,0,0,4,0,5,1,0,0,2,1,1,0,2,0,0,0,0,0,3,5,2,1,1,1,2,0,0,6,0,8,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,1,5,0,10,1,1,0,10,0,1,0,1,0,0,0,0,13,1,0,15,0,2,0,4,0,0,8,0,0,0,0,1.42,2.89
gyro_a_amp_a,1,0,0,0,0,1,1,0,6,2,0,2,1,1,1,0,1,0,0,0,2,1,9,1,1,1,0,0,1,1,5,2,0,1,1,0,4,1,0,9,1,5,0,0,1,1,1,2,0,3,0,4,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,5,1,2,0,0,0,0,2,0,9,0,0,8,2,0,1,4,0,3,5,2,1,0,0,1.41,2.14
acc_f_peakXY3,0,1,1,1,0,1,0,1,1,0,0,0,2,2,2,1,3,5,0,1,2,1,6,0,0,0,1,1,0,1,1,4,1,2,0,0,0,1,0,2,0,3,0,0,0,2,0,1,2,3,1,3,2,0,1,1,1,1,1,2,0,3,0,2,1,1,0,0,2,0,1,1,2,0,1,0,2,1,2,9,0,4,0,3,1,16,4,0,0,1,0,1.38,2.15
gyro_f_lgEnergy_a,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,6,12,0,0,1,0,5,0,0,0,0,0,0,0,1,4,0,4,0,0,0,0,0,0,0,26,0,0,0,0,1,0,0,3,0,7,0,0,0,0,0,0,0,0,1,4,0,2,2,0,0,4,0,1,0,0,0,0,4,0,1,0,0,11,0,9,0,7,0,1,3,0,0,0,0,1.36,3.54
gyro_fea_infory,0,0,0,2,0,0,0,0,3,0,0,0,0,3,4,0,2,5,0,0,0,0,3,0,0,0,0,0,0,0,3,3,2,5,0,0,4,0,0,5,0,9,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,5,0,0,0,0,0,0,3,0,6,0,0,6,0,3,0,6,0,9,6,0,0,0,0,1.33,2.38
gyro_f_skew_x,0,0,0,3,0,0,0,0,2,3,0,0,0,4,2,0,2,4,0,0,2,1,0,0,3,0,0,0,0,0,3,6,3,4,3,0,0,0,0,2,0,6,0,0,0,0,0,1,0,4,0,11,0,0,1,0,0,0,0,0,2,8,0,3,0,1,0,6,0,1,0,0,1,0,2,0,2,1,1,4,1,4,2,4,0,4,2,1,0,0,0,1.32,2.04
acc_f_subX_x,0,0,1,4,0,0,0,1,4,2,1,0,0,0,1,1,1,2,0,0,3,1,1,0,0,0,1,1,0,0,2,2,3,0,2,0,0,1,0,7,0,12,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,1,1,0,3,0,5,0,0,1,3,0,0,0,0,1,0,3,0,10,0,1,7,0,2,0,6,1,2,12,0,0,1,0,1.31,2.42
