acc_t_yaCor,2,1,59,0,0,2,1,0,0,0,0,0,3,0,6,0,2,9,2,0,1,0,1,4,1,0,5,1,16,3,1,0,1,11,0,66,25,9,0,1,0,1,0,1,0,5,1,5,13,0,0,2,67,7,1,2,58,0,1,8,0,1,5,0,9,4,59,53,20,0,0,0,0,1,4,1,10,4,1,5,1,0,17,1,7,1,1,8,0,1,0,6,0,0,0,3,4,0,6.45,14.6
acc_t_xzCor,5,2,26,1,1,2,0,0,0,2,0,0,0,1,4,0,2,0,2,1,1,0,0,3,0,0,4,1,8,3,1,0,0,2,0,17,8,10,0,0,0,1,1,0,0,1,1,1,8,1,0,7,45,3,2,6,35,1,1,6,1,1,6,0,4,0,57,62,6,1,0,2,1,0,0,1,9,1,0,3,5,0,8,0,3,0,0,2,0,0,1,2,0,0,0,1,5,0,4.17,10.39
acc_t_xyCor,10,3,16,1,0,2,2,1,1,0,2,3,1,0,5,0,3,3,2,2,4,1,1,0,0,2,0,1,10,0,1,2,0,4,1,28,17,6,1,3,0,0,2,1,2,3,2,1,11,1,0,5,27,1,0,5,35,2,1,11,1,0,3,2,6,0,27,27,11,0,1,1,0,0,4,3,5,2,1,2,3,4,11,2,10,2,2,2,2,3,0,4,0,1,0,2,2,1,4.04,6.71
acc_p_lgEnergy_y,2,0,31,0,0,0,0,0,0,0,0,0,0,0,4,0,1,5,2,0,0,0,1,1,0,0,4,0,8,1,0,0,0,7,0,42,3,4,0,0,0,0,0,0,0,3,1,3,1,0,1,0,46,4,0,2,42,0,0,10,0,0,4,0,4,1,51,29,10,0,0,1,0,2,0,1,7,3,0,2,3,0,12,0,3,0,0,5,0,0,0,3,0,0,0,0,1,0,3.79,9.84
gyro_a_entr_x,0,0,23,1,0,2,1,1,2,1,0,0,3,0,6,0,3,4,1,1,1,0,1,3,1,1,2,2,9,3,1,1,1,7,0,31,13,3,0,1,1,1,1,2,1,3,1,3,3,1,0,3,30,5,3,6,26,0,3,11,0,0,2,0,7,3,35,21,10,0,1,0,0,2,1,0,7,2,2,4,0,0,9,1,4,2,2,5,1,1,0,3,1,0,0,0,3,0,3.7,6.78
acc_p_lgEnergy_a,4,2,13,1,1,0,1,1,1,2,0,1,2,1,3,1,2,4,2,0,1,1,1,2,1,2,4,1,2,2,1,1,1,3,1,34,12,3,1,1,1,1,1,1,1,3,2,3,2,2,0,4,25,2,2,3,21,1,2,3,2,0,3,1,2,2,20,12,3,1,1,2,1,1,2,2,7,2,1,2,3,1,5,1,5,1,1,2,1,1,1,2,1,1,1,2,2,1,3.02,5.17
acc_f_interq_x,2,1,24,0,2,1,0,0,0,0,0,0,1,0,3,0,1,1,0,0,2,0,0,1,1,1,2,1,10,0,0,0,1,3,0,29,1,4,0,1,1,1,0,1,0,2,0,1,4,1,0,1,29,4,1,0,33,0,1,11,0,0,2,0,3,1,38,27,5,0,1,0,0,0,2,0,2,1,1,1,1,0,10,1,1,1,0,2,0,1,0,1,0,0,0,1,2,0,2.95,7.29
gyro_a_cftor_a,5,0,22,1,0,0,0,0,0,1,0,1,1,1,3,1,0,1,3,0,0,1,0,0,0,2,1,0,3,1,0,0,0,1,1,15,1,4,1,0,1,0,1,0,1,1,0,1,5,2,0,2,36,1,0,1,37,0,0,4,2,0,2,0,1,0,41,28,3,1,0,0,1,0,0,3,3,1,0,1,2,0,6,0,1,0,0,1,1,0,1,1,1,1,1,3,3,1,2.8,7.41
acc_fea_infory,5,0,24,0,0,0,0,0,0,0,1,0,0,0,7,0,1,3,1,0,0,0,0,1,0,1,4,0,7,1,0,0,0,8,0,18,12,8,0,0,0,0,0,0,0,0,1,1,6,1,0,7,18,1,0,7,18,0,1,8,1,0,6,0,6,1,19,16,8,0,0,2,0,0,0,1,12,0,0,1,1,0,6,0,7,0,0,1,0,0,0,1,0,0,0,2,9,0,2.77,5.08
acc_t_yzCor,3,0,13,2,3,3,0,2,0,2,2,1,0,2,4,1,0,4,2,1,0,0,1,0,2,0,2,0,5,2,3,1,1,1,0,32,8,1,1,1,1,0,3,0,1,0,0,1,2,2,0,4,10,3,2,3,16,3,0,1,0,2,2,0,2,1,9,28,2,2,1,2,1,3,1,1,4,1,1,2,3,0,6,0,5,1,1,1,1,1,3,1,0,1,2,1,0,1,2.56,4.76
gyro_f_skew_y,4,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,2,0,29,10,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,33,0,0,2,29,0,0,4,0,0,1,0,1,0,35,26,8,0,0,0,0,0,0,0,7,0,0,0,1,1,12,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2.54,7.23
gyro_t_yzCor,4,1,14,0,0,1,0,0,1,1,2,1,1,0,4,0,1,2,2,0,0,0,0,2,0,1,2,0,2,1,0,0,0,5,0,28,12,3,0,0,0,0,0,0,1,3,1,2,5,1,0,5,2,3,1,4,30,0,1,8,1,0,0,0,6,1,23,17,5,0,0,0,1,1,1,1,2,2,0,2,3,0,4,0,5,1,0,3,1,0,1,0,0,0,1,3,3,1,2.52,5.22
gyro_p_lgEnergy_x,7,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,9,0,0,0,0,2,0,33,6,2,0,0,0,0,0,0,0,0,0,1,2,1,0,4,26,0,1,2,27,0,1,4,1,0,1,0,1,0,29,24,6,0,0,1,0,0,0,1,8,0,0,0,2,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2.42,6.49
acc_a_lgEnergy_x,1,0,22,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,1,0,0,0,0,0,0,0,0,0,7,0,0,1,1,3,0,4,1,3,0,0,0,1,0,0,1,1,0,1,3,0,0,0,29,2,1,2,30,0,0,6,0,0,2,0,3,0,32,21,5,0,1,1,0,0,0,2,6,1,1,1,0,0,7,0,1,1,1,2,1,0,0,2,0,0,0,2,2,0,2.27,6.01
acc_f_mainX_a,3,0,20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,1,0,27,8,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,29,0,0,2,27,0,0,4,0,0,1,0,1,0,32,23,5,0,0,0,0,0,0,0,5,0,0,0,1,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2.21,6.45
gyro_fea_infory,2,0,23,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,28,2,3,0,0,0,0,0,0,0,0,0,0,4,0,0,1,28,0,0,3,36,0,0,5,0,0,0,0,4,0,32,22,3,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19,6.88
gyro_f_skew_x,1,1,5,0,0,0,2,1,1,0,2,1,2,0,2,1,1,4,2,1,1,1,0,2,0,0,1,1,2,1,0,1,1,4,1,9,5,3,1,1,1,1,1,1,2,2,1,3,2,1,1,5,12,2,1,2,22,0,2,7,1,1,2,1,4,2,7,13,5,0,1,1,0,1,3,2,2,3,0,1,1,1,2,1,4,1,1,3,0,1,0,4,1,1,0,2,4,1,2.13,3.03
acc_t_skew_y,2,3,8,1,1,1,0,0,0,0,2,0,1,0,2,0,2,4,1,1,0,0,0,2,0,1,1,0,5,0,0,1,0,2,0,20,3,3,3,0,0,1,1,2,1,1,1,1,2,0,0,1,21,1,0,1,12,0,0,4,0,2,3,0,3,1,17,13,6,0,0,0,0,0,1,1,5,1,1,1,0,0,4,0,2,1,1,4,1,0,0,2,3,0,0,1,2,1,2.01,3.8
gyro_t_xyCor,0,2,5,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,32,3,2,0,0,0,0,0,0,0,0,1,0,3,2,0,0,20,0,1,2,17,0,0,3,2,0,3,0,1,1,24,17,2,0,0,2,0,0,1,3,5,0,0,0,5,0,3,0,0,0,0,0,0,0,0,1,0,0,0,3,4,0,1.85,5.03
gyro_a_std_x,0,0,9,1,0,0,0,1,0,1,0,0,1,1,3,0,3,2,2,1,1,0,0,0,0,1,1,0,4,1,0,0,1,2,1,14,2,2,0,0,0,0,0,0,0,3,2,1,2,1,1,2,6,4,1,2,30,0,2,3,1,1,2,0,1,0,8,12,1,1,0,0,1,0,1,0,1,2,0,3,2,0,4,0,2,1,0,3,1,0,0,2,1,1,0,2,3,1,1.77,3.69
gyro_p_lgEnergy_y,3,0,9,0,0,1,0,0,0,1,0,0,0,1,3,0,0,0,1,1,0,0,2,0,2,0,1,0,3,1,1,1,0,1,0,20,5,3,0,0,1,0,0,0,1,0,0,0,5,1,0,3,13,1,1,1,14,0,0,5,0,1,3,0,2,0,6,10,4,1,0,0,1,1,1,0,4,1,1,1,1,0,4,0,4,1,1,1,1,0,1,2,0,0,1,1,3,0,1.67,3.14
gyro_f_entr_y,4,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,1,0,8,0,0,0,0,2,0,14,10,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,16,0,0,2,12,0,0,4,0,0,1,0,1,0,18,13,7,0,0,0,0,0,0,0,7,0,0,0,1,1,10,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1.66,4.07
acc_a_mainX_x,3,1,11,0,0,1,0,0,1,0,1,1,2,0,3,0,1,1,1,0,0,1,1,1,0,0,1,1,3,0,0,0,0,3,0,15,3,3,0,0,0,1,1,0,0,1,0,3,2,0,0,2,9,1,0,1,26,0,2,3,1,0,1,0,3,2,8,9,4,0,0,0,0,0,0,1,2,1,0,1,1,0,3,0,1,1,0,2,0,0,1,1,0,0,0,1,2,0,1.6,3.46
acc_f_peakXY1,2,0,15,0,0,1,1,0,1,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,1,1,8,0,0,0,1,5,0,15,8,5,0,1,0,0,1,0,0,0,0,0,2,0,1,0,11,0,0,2,9,0,1,1,0,1,2,0,2,0,7,18,4,0,0,1,0,0,0,1,6,0,0,0,1,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,3.44
acc_p_skew_y,1,0,10,0,1,1,1,1,1,0,0,0,1,0,1,0,1,3,0,0,1,0,1,1,2,0,0,1,4,0,1,0,1,1,0,10,11,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,17,3,1,3,12,0,1,3,0,0,1,1,2,1,13,10,2,0,1,0,0,1,0,0,2,1,0,1,0,0,2,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1.52,3.06
acc_f_interq_a,5,0,3,1,0,0,0,0,0,1,0,1,0,1,3,1,0,2,3,0,0,1,0,0,0,2,2,0,2,1,0,0,0,1,1,7,9,1,1,0,0,0,1,0,1,1,1,1,1,2,0,1,5,2,0,3,9,0,0,4,2,0,2,0,2,0,9,7,1,1,0,2,1,0,0,3,7,3,0,1,2,0,2,0,1,0,0,1,1,0,1,1,1,1,1,3,4,1,1.45,2.05
acc_p_subX_x,3,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,3,0,9,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,1,16,0,0,4,0,0,0,0,2,0,15,10,5,0,0,0,0,0,0,0,6,1,0,0,0,1,9,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1.43,3.59
acc_f_skew_x,2,2,10,2,1,0,0,0,0,1,0,0,1,1,1,0,0,2,2,1,0,0,0,0,0,1,3,0,2,2,0,0,0,4,0,5,2,2,0,0,1,0,1,0,1,1,0,0,4,2,0,0,13,3,1,0,11,0,0,3,1,0,1,0,0,0,15,10,2,1,0,0,1,0,1,0,4,2,0,1,0,0,3,0,2,0,0,0,1,0,0,1,0,0,1,1,1,1,1.41,2.7
acc_a_amp_x,1,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,38,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,11,3,1,2,14,0,1,1,0,0,0,0,3,1,20,5,4,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.36,4.67
gyro_a_mainX_x,0,0,4,0,0,0,0,0,0,0,0,0,1,0,2,0,1,2,1,0,0,0,1,1,0,0,1,0,4,0,1,0,0,1,0,17,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,12,1,0,1,12,0,0,6,0,0,0,0,2,0,13,15,2,0,0,0,0,0,1,1,4,2,0,1,0,0,7,0,1,0,0,0,0,0,0,1,0,0,0,1,2,1,1.35,3.2
acc_t_max_y,1,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,6,1,3,0,0,0,0,0,0,0,3,1,1,1,0,0,1,18,2,1,1,20,0,1,0,0,0,1,0,4,0,15,12,1,0,0,0,0,0,1,1,2,0,0,2,0,0,8,0,1,0,0,1,0,0,0,2,0,0,0,1,1,0,1.34,3.46
acc_p_skew_a,3,1,3,2,0,0,0,0,0,2,0,1,0,2,3,2,0,1,2,1,1,2,0,0,0,2,3,0,4,1,0,1,0,0,2,5,1,0,1,0,1,0,2,0,1,0,2,0,1,2,1,3,5,0,1,1,3,0,1,4,2,1,3,0,0,0,4,4,3,2,0,3,2,0,0,2,3,2,0,0,3,1,2,0,2,0,0,0,2,0,2,1,2,2,2,2,2,2,1.33,1.3
gyro_p_interq_y,3,2,4,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,0,0,0,1,1,1,0,2,1,0,0,0,1,1,7,4,1,0,1,1,0,1,0,1,1,1,0,3,0,1,2,8,1,1,0,7,0,0,2,1,0,2,1,2,0,11,6,1,1,1,1,1,1,1,1,2,1,1,0,1,0,1,1,3,1,1,1,1,0,1,1,0,1,1,1,1,1,1.33,1.75
acc_p_interq_y,1,0,10,1,1,2,0,1,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,2,0,1,0,0,1,0,2,0,2,1,5,4,0,0,0,1,0,1,0,2,0,0,0,1,1,1,1,11,1,1,2,10,0,0,0,0,1,1,0,1,0,15,8,3,1,0,0,1,1,2,0,2,2,1,1,1,0,1,0,0,2,2,0,1,0,1,3,0,1,1,1,1,0,1.3,2.46
gyro_t_skew_x,0,1,8,0,0,0,0,0,1,0,1,0,0,0,3,0,0,2,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,20,3,4,1,0,0,1,0,1,0,0,0,0,3,0,0,0,11,0,0,3,13,0,1,1,0,1,2,0,4,0,7,5,5,0,0,0,0,0,0,0,4,0,0,0,2,0,5,0,3,0,0,0,0,0,0,0,1,0,0,1,1,0,1.27,2.95
acc_f_interq_y,1,0,3,1,2,0,1,0,2,1,0,0,2,1,6,0,0,1,1,0,0,2,0,1,1,2,1,2,1,1,0,0,0,1,0,15,1,2,0,0,0,1,1,0,0,0,1,0,1,1,0,1,8,2,1,4,5,0,1,1,0,0,3,0,2,0,7,10,1,1,0,0,0,0,1,0,4,1,0,1,1,0,2,0,1,0,0,0,0,0,0,2,0,1,0,3,2,0,1.26,2.23
acc_a_entr_x,3,0,9,0,0,0,0,0,1,1,0,0,0,1,4,1,0,1,1,1,0,1,0,0,0,1,2,0,2,0,0,0,0,2,2,7,2,1,0,0,0,0,0,0,0,0,2,1,3,1,0,0,9,1,0,2,7,0,0,4,0,0,4,0,0,0,11,9,3,1,0,1,0,0,0,1,3,0,0,0,1,1,5,0,2,0,0,0,0,0,1,1,0,1,0,2,2,1,1.26,2.22
gyro_p_subY_a,1,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,1,18,0,0,4,0,0,0,0,0,0,16,14,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.15,3.59
acc_p_mean_y,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,18,1,0,1,18,0,0,4,0,0,0,0,0,1,18,13,3,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1.15,3.59
gyro_a_sma_y,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,2,0,1,1,0,0,0,10,2,0,2,9,0,0,5,0,0,1,0,2,0,6,14,6,0,0,0,0,0,0,0,3,0,0,2,0,0,8,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,1.12,2.6
gyro_f_difY_x,1,0,8,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,3,0,0,0,1,2,0,5,3,1,0,1,0,1,0,1,0,1,0,2,2,0,0,2,10,2,1,2,9,0,1,2,0,0,1,0,2,1,7,7,3,0,1,0,0,1,0,0,2,0,0,1,0,0,2,1,1,1,1,2,0,1,0,1,0,0,0,0,1,0,1.12,1.9
acc_a_subX_y,3,1,12,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,9,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,11,1,0,0,12,0,0,4,0,0,0,0,2,0,9,9,4,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1.08,2.6
gyro_p_interq_x,1,1,4,0,0,0,0,0,0,0,1,0,0,0,4,0,1,3,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,2,0,10,0,4,1,0,0,1,2,2,0,0,0,1,4,0,0,2,6,1,0,3,2,0,1,4,0,1,2,0,6,0,5,5,3,0,0,0,0,0,0,0,4,1,0,0,0,0,3,0,4,0,0,0,0,0,0,0,1,0,0,1,4,0,1.08,1.81
gyro_a_subY_z,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,24,0,0,0,13,0,0,1,0,0,0,1,0,0,19,13,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.05,4.14
gyro_f_interq_a,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,15,0,0,0,0,0,1,0,0,0,26,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,4.3
acc_f_skew_y,1,1,4,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,3,1,0,1,1,1,1,0,0,0,3,0,6,4,0,1,0,1,1,2,1,1,0,1,0,1,0,1,1,2,1,2,0,5,0,0,0,0,0,1,1,2,0,1,2,2,1,0,1,1,1,1,1,1,1,1,1,0,1,2,1,2,1,1,1,1,0,1,1,0,1,1,0,0,0,0.99,1.03
acc_t_amp_y,3,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,1,1,1,5,2,0,0,2,0,0,0,0,0,1,1,3,1,0,1,0,8,0,1,3,10,0,1,4,1,1,0,1,1,1,6,7,1,0,0,0,0,0,0,0,0,0,1,0,1,1,5,0,2,0,0,0,0,1,0,0,1,0,0,1,1,1,0.98,1.78
acc_p_peakXY2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,4,0,4,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,0,0,0,15,0,1,1,0,0,1,0,3,1,13,8,4,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.98,2.73
acc_t_std_z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,15,0,1,0,0,0,0,0,0,0,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,4.03
acc_meandif,2,2,1,2,2,1,0,0,2,1,0,0,0,1,1,0,0,3,1,1,0,1,0,0,0,1,2,2,2,2,0,1,0,0,0,3,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,5,1,1,1,1,2,0,3,0,1,1,0,1,0,4,4,3,1,0,0,1,0,1,0,4,2,1,1,0,0,4,0,2,2,1,0,1,0,1,1,0,0,0,0,1,0,0.96,1.14
