acc_p_interq_y,0,1,0,1,0,1,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,1,1,0,2,1,2,4,0,0,0,0,0,7,0,3,0,0,0,6,0,0,0,2,1,0,0,0,0.88,1.71
gyro_a_skew_x,1,0,0,3,0,0,1,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,5,4,0,0,1,0,6,1,4,0,3,0,0,0,0,4,0,0,0,2,0,0,0,0,0,3,0,0,0,1,1,0,1,1,0.86,1.49
acc_f_max_y,1,5,0,2,0,0,0,0,0,1,1,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,10,0,0,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,2,0,0,0,0.86,2.05
acc_f_lgEnergy_y,0,5,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,3,7,0,0,0,0,0,6,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0.86,2.01
acc_p_energyXYZ,1,1,0,2,1,0,1,0,0,2,0,0,3,2,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,1,2,2,1,1,0,3,3,0,1,0,0,0,2,0,2,0,1,0,3,1,0,0,2,3,0,0,1,0.84,1.08
acc_a_mainX_y,0,14,0,1,1,0,0,0,1,0,3,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,10,0,0,0,0,1,2,0,0,0,1,0,2,0,0,1,0,1,1,0,0,1,1,2,0,0,0,0.84,2.29
acc_a_difY_z,0,1,0,1,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,3,1,0,0,0,0,0,1,0,3,1,0,0,4,0,3,0,0,0,6,0,0,0,3,4,0,0,0,0.82,1.6
acc_t_kurt_x,2,0,1,0,0,1,2,1,0,2,0,0,1,1,1,0,0,0,0,2,0,1,1,1,1,1,2,1,2,2,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,2,0,1,2,1,0,0,1,0,1,1,0.82,0.68
gyro_p_entr_y,1,0,0,1,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,4,0,0,1,0,3,3,0,2,1,0,0,3,0,3,0,0,0,5,0,0,0,3,2,0,0,0,0.82,1.5
acc_p_peakXY3,1,1,0,1,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,1,0,1,2,2,2,0,1,1,0,0,3,0,1,0,0,0,2,0,0,0,8,4,1,0,0,0.75,1.31
acc_f_entr_y,0,1,0,4,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,6,3,0,1,0,0,0,1,0,3,0,0,0,3,0,0,0,1,2,0,0,0,0.74,1.6
gyro_t_xaCor,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,10,0,0,2,0,0,0,5,0,0,0,0,0,5,0,0,0,3,4,0,0,0,0.7,1.87
acc_a_lgEnergy_x,0,1,0,4,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,1,1,0,1,1,3,4,0,3,1,0,0,4,0,2,0,0,0,1,0,0,0,1,2,0,0,0,0.7,1.13
acc_meandif,1,0,1,0,0,2,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,2,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,2,1,0,0,1,2,0,2,1,0.68,0.63
gyro_f_lgEnergy_a,0,2,0,2,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,1,1,1,0,2,0,0,1,0,2,0,0,0,2,0,0,0,0,0,5,0,0,0,2,3,0,0,0,0.68,1.35
gyro_t_mean_x,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,7,7,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0.67,1.75
acc_a_mainX_x,0,0,0,8,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,1,1,1,8,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0.67,1.8
acc_t_amp_x,0,5,0,2,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,5,0,0,0,0,3,0,0,4,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.65,1.6
acc_a_difX_z,0,8,0,2,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,0,1,0,0,0,3,1,1,0,0,0,4,0,0,0,0,2,1,0,0,0.65,1.43
acc_f_entr_z,1,0,1,2,0,0,1,0,0,1,0,0,1,2,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,4,0,1,1,0,1,5,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0.65,0.94
acc_f_entr_a,0,1,0,2,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,1,2,1,0,1,0,2,2,0,2,0,0,0,3,0,1,0,0,0,2,0,0,0,2,2,0,0,0,0.63,1.03
acc_a_amp_z,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,2,0,0,0,1,3,2,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0.63,0.64
gyro_p_peakXY2,1,0,0,2,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,2,0,0,0,1,4,1,0,1,1,0,0,0,0,3,0,1,0,0,1,0,0,3,3,0,0,0,0.61,1.03
acc_f_kurt_x,0,2,0,1,0,0,0,0,0,1,0,0,2,2,0,1,0,0,0,0,0,0,0,1,2,0,2,0,0,1,1,1,0,2,1,0,2,0,2,1,0,0,2,0,2,0,0,0,2,0,0,0,1,2,1,0,0,0.61,0.82
acc_t_std_a,0,1,0,1,0,0,0,0,0,1,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,4,0,1,0,0,0,2,0,3,0,0,0,3,0,0,0,2,2,0,0,0,0.6,1.19
gyro_p_interq_z,0,2,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,0,0,0,2,3,0,3,0,0,0,7,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0.6,1.27
acc_t_interq_z,0,3,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,3,3,0,1,1,0,0,3,0,0,0,0,0,3,0,0,0,2,4,0,0,0,0.6,1.21
acc_t_max_x,0,4,0,2,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,3,0,0,0,0,2,2,0,0,0,0,0,2,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0.58,1.22
acc_a_subX_z,0,2,0,2,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,1,0,0,0,2,1,0,2,0,0,0,2,0,1,0,0,0,5,0,0,0,1,1,0,0,0,0.56,1.05
acc_f_max_a,0,3,0,2,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,7,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0.54,1.28
gyro_a_subX_x,0,2,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,6,5,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0.53,1.38
gyro_t_mean_y,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,2,1,0,0,0,0,2,4,0,3,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.53,1.15
gyro_f_lgEnergy_z,1,2,0,2,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,3,1,0,0,1,0,3,0,0,0,0,0,0,0,2,3,1,0,0,0.53,0.93
acc_a_max_a,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,3,4,0,2,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.51,1.36
