acc_p_lgEnergy_y,0,2,2,13,2,1,2,8,0,2,22,2,2,13,2,2,2,2,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,14,2,2,2,2,2,2,4,2,4,2,2,2,2,19,5,2,13,6,2,2,2,4,2,2,24,6,2,0,2,6,2,2,2,2,2,2,2,9,34,13,14,18,2,21,17,2,31,2,2,30,11,0,23,5.47,7.33
acc_t_zaCor,0,1,1,15,1,1,3,2,0,1,10,1,1,6,1,0,1,1,6,1,1,1,1,1,1,0,1,1,0,1,1,1,1,2,1,1,1,0,1,1,0,5,1,2,1,1,1,1,3,1,11,1,1,1,1,15,4,1,6,5,1,0,2,3,0,2,5,3,1,0,1,2,1,7,1,1,0,1,1,28,30,11,19,10,1,9,21,1,24,1,1,29,6,1,16,3.93,6.57
acc_t_yzCor,5,2,2,9,2,1,4,5,2,2,10,2,2,6,2,2,2,2,1,2,1,3,2,2,2,2,2,2,2,1,0,1,2,2,2,2,2,2,3,1,2,7,4,3,1,2,2,2,5,2,8,2,2,1,2,9,5,1,7,6,1,2,2,5,1,4,11,7,2,1,2,6,2,8,2,2,1,2,1,9,11,7,3,10,2,12,8,2,24,0,1,23,6,2,9,3.84,4.05
acc_t_amp_y,0,1,1,13,1,1,1,4,0,1,12,1,1,7,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,1,2,1,7,1,1,1,1,15,2,1,10,5,1,1,1,3,1,2,11,5,1,1,1,5,1,1,1,1,1,1,1,7,17,11,11,10,1,12,16,1,22,1,1,18,7,0,16,3.46,4.83
acc_a_peakXY5,2,1,0,3,0,1,2,5,1,0,26,1,0,5,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,6,0,2,1,1,0,1,6,1,8,0,1,0,1,8,2,1,1,4,1,1,1,0,0,0,12,0,1,0,1,4,1,1,0,0,1,1,0,22,31,8,22,11,1,14,13,1,30,1,0,31,2,1,7,3.43,6.87
gyro_a_amp_x,3,1,1,4,1,2,2,4,2,1,7,2,1,4,1,1,2,1,1,1,2,1,1,2,2,1,2,2,1,2,1,1,1,1,2,2,2,1,1,1,1,7,1,1,2,2,1,2,12,2,3,1,2,1,2,8,3,2,4,4,2,2,1,1,1,1,8,2,2,1,2,3,2,3,1,1,1,2,1,18,18,7,15,8,2,7,9,2,7,1,1,10,2,1,5,2.97,3.44
acc_a_peakXY4,2,1,1,9,1,1,2,1,1,1,6,1,1,5,1,1,1,1,4,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,5,2,1,1,1,1,1,6,1,8,1,1,0,1,9,1,1,5,4,0,1,1,3,1,2,12,4,1,1,1,4,1,7,1,1,0,1,1,19,15,7,12,6,1,5,10,1,17,0,1,18,4,1,10,2.96,4.06
acc_t_yaCor,0,3,0,5,0,0,0,9,0,1,22,0,1,6,1,0,0,3,2,1,3,1,1,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,1,1,0,3,1,1,1,0,1,1,4,2,13,0,0,0,0,7,2,0,4,0,1,0,1,1,0,0,20,1,0,0,0,0,0,4,0,0,2,0,1,14,11,4,7,4,0,7,4,0,35,3,0,32,3,4,4,2.84,5.99
gyro_a_subY_y,1,0,1,7,1,1,0,4,1,0,8,1,1,5,1,1,1,2,3,1,2,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,3,1,6,1,1,1,1,8,1,1,6,2,2,1,0,1,1,1,10,2,1,1,1,3,1,4,1,1,1,1,1,9,12,7,5,7,1,7,7,1,15,1,1,9,5,1,8,2.46,2.94
acc_fea_infory,1,0,0,6,0,0,1,7,0,0,11,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,13,0,11,0,0,0,0,6,1,0,4,1,0,0,0,1,0,1,10,2,0,0,0,2,0,6,0,0,0,0,0,15,16,7,12,9,0,8,7,0,19,0,0,13,4,0,6,2.27,4.3
gyro_t_xyCor,1,1,1,6,1,1,0,2,1,1,9,1,1,0,1,0,1,1,1,2,2,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,5,1,2,1,0,0,1,18,1,4,1,1,2,1,8,2,1,7,2,0,1,0,1,1,0,6,1,1,1,1,0,1,5,0,1,0,0,0,7,6,6,12,6,0,7,8,1,17,0,0,13,1,1,8,2.27,3.53
gyro_a_peakXY5,1,1,1,7,1,1,2,4,1,0,7,2,1,5,1,1,0,1,2,1,1,1,1,2,2,1,0,1,1,1,1,1,1,1,2,1,1,1,1,2,1,5,1,2,1,2,1,1,1,1,5,1,1,1,2,7,1,1,4,3,1,1,0,2,1,1,3,3,1,1,1,2,1,4,1,1,0,0,1,8,6,5,6,6,1,5,8,1,10,1,1,5,3,1,6,2.14,2.12
gyro_f_difX_x,0,0,0,5,0,0,1,3,0,0,11,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,23,0,0,0,0,9,1,0,6,2,0,0,0,2,0,0,7,2,0,0,0,4,0,5,0,0,0,0,0,15,14,3,4,9,0,9,11,0,13,0,0,12,5,0,11,2.09,4.3
acc_t_cftor_a,2,0,2,4,2,2,2,4,2,0,4,2,1,4,2,2,2,0,0,2,2,1,2,2,2,2,2,2,2,2,0,0,2,2,2,1,2,2,2,2,2,4,1,2,0,2,2,2,0,2,4,2,2,2,2,4,3,0,4,4,2,2,2,3,2,2,0,4,2,0,2,4,2,4,2,2,2,2,0,4,3,3,0,4,2,4,4,2,4,0,0,4,3,0,4,2.07,1.26
gyro_t_amp_y,2,0,1,5,1,1,2,4,1,0,6,1,1,5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,5,2,1,0,1,1,1,1,1,5,1,1,1,1,5,3,0,5,4,1,1,1,3,2,2,0,4,1,0,1,4,1,5,1,1,1,1,0,6,7,4,0,5,1,5,5,1,10,0,0,10,5,0,5,1.97,2.12
acc_t_xaCor,3,0,0,3,0,0,2,4,2,0,7,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,0,4,0,16,0,1,0,1,5,0,1,1,3,1,0,1,0,0,0,7,0,1,0,0,3,1,1,0,0,0,0,0,14,15,4,20,6,1,4,6,1,13,0,0,6,1,0,2,1.83,3.76
gyro_t_skew_z,2,1,0,0,0,1,2,4,1,0,5,1,0,4,0,0,1,1,0,2,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,5,0,1,1,1,0,1,4,1,4,0,1,0,1,4,0,1,0,4,1,1,1,0,0,0,5,1,1,0,1,4,1,0,0,0,1,1,0,16,20,4,13,5,1,4,5,1,14,1,0,5,0,1,0,1.82,3.34
gyro_a_peakXY4,0,1,0,3,0,1,2,3,2,0,5,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,2,0,1,3,1,11,0,1,0,1,1,1,2,1,1,1,2,1,1,0,1,3,1,2,0,2,3,0,1,0,0,0,1,0,18,18,6,15,8,1,7,2,1,8,1,0,5,1,0,2,1.8,3.37
acc_f_mainX_z,2,0,1,5,1,1,2,5,1,0,5,1,1,5,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,5,2,1,0,1,1,1,0,1,5,1,1,1,1,5,3,0,5,4,1,1,1,3,0,2,1,4,1,0,1,4,1,5,1,1,1,1,0,5,4,5,1,5,1,5,5,1,4,0,0,6,5,0,5,1.8,1.77
acc_p_lgEnergy_a,3,1,1,5,1,1,2,1,3,1,6,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5,1,0,1,1,0,1,4,1,1,1,1,1,1,0,1,1,1,11,1,1,1,1,1,1,3,1,1,0,1,1,5,4,1,9,4,1,3,4,1,7,0,1,6,1,1,5,1.74,1.86
gyro_t_entr_y,1,1,1,4,1,1,0,2,1,0,5,1,1,3,1,1,1,1,2,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,5,1,1,4,2,1,1,0,1,1,1,7,2,1,1,1,1,1,2,1,1,0,1,1,5,5,5,3,5,1,5,5,1,5,1,1,5,3,1,5,1.71,1.54
gyro_p_peakXY5,1,0,1,4,1,1,0,2,1,0,4,1,1,3,1,1,0,1,2,1,2,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,3,1,1,1,1,5,1,1,3,2,2,1,0,1,1,1,7,2,1,1,1,1,1,2,1,1,0,0,1,5,4,4,5,5,1,5,5,1,5,1,1,5,3,2,4,1.66,1.48
acc_a_peakXY3,2,1,0,1,0,1,2,4,1,0,6,1,0,4,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,5,0,1,1,1,0,1,5,1,2,0,1,0,1,5,1,1,1,4,1,1,1,1,0,0,3,1,1,0,1,2,1,1,0,0,1,1,0,13,13,4,12,5,1,4,5,1,6,1,0,4,2,1,1,1.66,2.5
acc_f_interq_x,1,1,1,2,1,1,1,2,1,0,5,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,6,1,1,1,1,4,2,1,2,2,1,1,0,1,1,1,3,2,1,1,1,1,1,3,1,1,0,1,1,4,4,3,2,4,1,4,4,1,4,1,1,4,2,1,4,1.53,1.15
gyro_p_mainX_x,1,0,1,3,0,2,0,1,1,0,5,1,1,3,1,1,1,1,3,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,2,4,1,1,0,1,1,1,2,0,5,1,1,1,1,5,1,0,4,1,2,1,0,1,1,0,11,1,1,0,0,3,0,2,0,1,1,0,2,3,6,4,2,3,0,3,3,2,6,0,1,4,4,1,4,1.51,1.77
gyro_t_max_x,0,0,1,5,1,1,1,2,0,1,3,1,0,4,1,1,1,1,3,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,0,1,0,1,1,4,2,1,3,1,1,1,1,2,1,1,4,3,1,0,1,3,1,0,1,1,1,1,1,1,3,4,5,4,1,4,3,1,6,1,1,3,4,0,5,1.48,1.35
acc_p_lgEnergy_x,1,0,1,3,1,1,0,1,1,0,3,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,3,1,1,1,1,1,1,1,1,3,1,1,0,1,4,2,1,2,1,1,1,0,1,1,1,3,1,1,1,1,0,1,4,1,1,0,0,1,5,4,3,1,3,1,4,5,1,6,0,1,4,2,1,6,1.41,1.28
gyro_t_difX_a,2,1,0,0,0,1,2,3,1,0,3,1,0,3,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,4,0,1,1,1,0,1,2,1,3,0,1,0,1,3,0,1,0,3,1,1,1,0,0,0,3,0,1,0,1,3,1,0,0,0,1,1,0,12,15,3,10,4,1,3,4,1,5,1,0,3,0,1,0,1.38,2.33
gyro_t_difX_y,2,1,0,0,0,0,2,3,1,0,3,1,0,3,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,4,0,0,1,1,0,1,3,1,3,0,1,0,1,3,0,1,0,3,1,1,1,0,0,0,3,0,1,0,1,3,1,0,0,0,1,1,0,14,14,3,12,4,1,3,4,1,3,1,0,3,0,0,0,1.37,2.45
gyro_f_kurt_x,0,1,0,0,0,1,2,3,0,0,3,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,4,0,1,1,1,0,1,3,1,3,0,1,0,1,3,0,0,0,3,0,1,1,0,0,0,3,1,1,0,1,3,1,0,0,0,1,1,0,14,14,0,12,4,1,3,4,1,9,0,0,7,0,0,0,1.37,2.64
acc_meandif,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,1,1,1,2,1,2,1,2,1,2,2,1,1,1,2,1,1,0,2,2,2,0,2,1,2,2,1,3,2,2,1,2,1,2,2,1,4,2,1,1,2,0,1,1.35,0.63
acc_a_skew_x,1,0,0,2,0,0,0,2,1,0,7,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,2,0,2,0,0,0,1,0,13,11,2,5,4,0,7,8,0,10,0,0,10,1,0,7,1.32,2.93
acc_f_subY_z,0,0,0,2,0,0,0,8,0,0,12,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,8,0,0,0,0,3,0,0,1,1,1,0,1,0,0,0,14,1,0,0,0,1,0,1,0,0,0,1,0,2,6,2,3,3,0,4,3,0,21,0,0,14,1,1,2,1.31,3.37
acc_a_subX_x,0,1,0,0,0,1,0,0,1,0,3,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,5,0,0,1,0,0,1,2,1,0,0,0,0,0,3,0,1,0,4,1,1,1,0,0,0,4,0,1,0,0,4,1,0,0,0,1,1,0,9,10,4,10,5,1,2,5,1,2,1,0,3,0,1,0,1.08,2.01
acc_f_skew_z,2,0,1,2,1,1,3,2,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,2,2,1,0,1,1,1,0,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,3,1,2,1,1,1,1,0,2,4,1,0,3,1,1,1,1,2,0,0,1,2,0,2,1.03,0.72
gyro_t_skew_y,2,0,0,3,0,0,3,3,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,4,3,0,0,0,4,0,3,0,3,0,0,0,2,0,2,0,0,0,0,0,5,4,2,0,4,0,4,5,0,5,0,0,4,4,0,4,1.01,1.66
acc_f_peakXY1,1,0,0,4,0,0,0,0,1,0,5,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,1,0,0,0,1,0,1,2,1,0,0,0,1,0,1,0,0,0,0,0,4,7,5,6,4,0,2,6,0,7,0,0,13,2,0,7,1.0,2.16
gyro_a_mainY_x,4,1,0,0,0,0,4,4,1,0,3,1,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,4,0,1,0,1,0,0,1,0,3,0,1,0,1,3,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,14,6,2,6,2,0,1,5,0,8,0,0,2,0,0,0,1.0,2.07
gyro_a_amp_y,0,2,0,1,0,0,1,1,0,0,5,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,4,1,0,1,1,0,0,0,1,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,10,8,1,2,3,0,4,6,0,8,0,0,7,1,0,6,0.99,2.16
gyro_t_yzCor,0,0,0,4,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,4,12,2,4,3,0,2,7,0,14,0,0,16,1,0,6,0.98,2.81
acc_f_peakXY2,2,0,1,2,1,0,1,2,1,1,1,1,1,0,0,0,1,1,0,0,1,2,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,2,1,1,1,0,2,0,1,1,0,0,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,0,1,4,1,1,0,1,1,1,1,1,1,1,1,0,4,1,1,0,1,1,2,2,1,2,0,0,4,1,1,2,0.95,0.82
acc_a_subX_y,1,1,0,0,0,1,0,1,0,0,2,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,1,3,1,2,0,0,0,0,3,0,1,0,3,0,1,1,0,0,0,2,0,0,0,1,3,1,0,0,0,1,1,0,8,8,3,5,4,0,4,3,0,4,1,0,3,0,1,0,0.93,1.58
acc_a_cftor_a,0,0,0,1,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,5,5,1,2,1,0,2,7,0,20,0,0,10,1,0,2,0.91,2.78
gyro_fea_infory,1,0,0,4,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,6,8,3,2,2,0,3,3,0,10,0,0,10,1,0,4,0.91,2.07
gyro_f_mainY_y,1,0,0,0,0,0,1,2,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2,0,3,0,1,0,1,2,1,1,0,2,1,0,0,0,0,0,3,0,1,0,0,2,1,0,0,0,0,0,0,10,12,2,10,3,1,2,3,1,2,0,0,3,0,0,0,0.89,2.01
gyro_t_yaCor,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,3,1,0,2,1,0,25,0,0,12,1,0,1,0.86,3.13
acc_vardif,0,2,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,2,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,3,1,1,1,1,1,1,1,1,1,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0.8,0.54
gyro_p_subY_a,1,0,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,2,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0.8,0.45
acc_p_cftor_a,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0.8,0.43
acc_t_kurt_x,0,0,0,4,0,0,0,1,0,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,3,0,0,0,0,4,1,0,3,2,0,0,0,1,0,1,1,2,0,0,0,2,0,2,0,0,0,0,0,3,2,3,3,2,0,2,3,0,5,0,0,5,2,0,4,0.77,1.31
gyro_f_mainX_y,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,6,3,4,5,3,0,3,6,0,3,0,0,7,1,1,6,0.74,1.59
gyro_p_interq_x,0,1,0,3,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,6,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,1,0,2,4,3,1,0,3,4,0,4,1,0,1,0,1,1,0.73,1.97
gyro_p_subX_z,0,0,0,1,0,0,0,2,0,0,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,4,5,0,2,1,0,3,0,0,14,0,0,10,0,1,0,0.71,2.13
acc_t_kurt_y,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,2,0,0,0,1,0,0,4,1,0,0,0,1,0,3,0,0,0,0,0,4,8,2,1,4,0,3,1,0,2,0,0,8,1,0,5,0.66,1.52
gyro_a_std_x,1,1,0,1,0,1,0,0,0,0,1,1,0,2,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,2,0,0,1,1,0,1,1,1,1,0,0,0,0,2,0,1,0,2,0,0,1,0,0,0,1,0,0,0,1,2,1,0,0,0,1,1,0,4,3,2,2,2,0,2,3,0,3,1,0,2,0,1,0,0.66,0.87
